frameId,timestamp,num_hands,num_fingers,rh_confidence,rh_pinch_st,rh_grab_st,rh_thumb_x_dip,rh_thumb_y_dip,rh_thumb_z_dip,rh_thumb_x_pip,rh_thumb_y_pip,rh_thumb_z_pip,rh_thumb_x_mcp,rh_thumb_y_mcp,rh_thumb_z_mcp,rh_index_x_dip,rh_index_y_dip,rh_index_z_dip,rh_index_x_pip,rh_index_y_pip,rh_index_z_pip,rh_index_x_mcp,rh_index_y_mcp,rh_index_z_mcp,rh_middle_x_dip,rh_middle_y_dip,rh_middle_z_dip,rh_middle_x_pip,rh_middle_y_pip,rh_middle_z_pip,rh_middle_x_mcp,rh_middle_y_mcp,rh_middle_z_mcp,rh_ring_x_dip,rh_ring_y_dip,rh_ring_z_dip,rh_ring_x_pip,rh_ring_y_pip,rh_ring_z_pip,rh_ring_x_mcp,rh_ring_y_mcp,rh_ring_z_mcp,rh_pinky_x_dip,rh_pinky_y_dip,rh_pinky_z_dip,rh_pinky_x_pip,rh_pinky_y_pip,rh_pinky_z_pip,rh_pinky_x_mcp,rh_pinky_y_mcp,rh_pinky_z_mcp,lh_confidence,lh_pinch_st,lh_grab_st,lh_thumb_x_dip,lh_thumb_y_dip,lh_thumb_z_dip,lh_thumb_x_pip,lh_thumb_y_pip,lh_thumb_z_pip,lh_thumb_x_mcp,lh_thumb_y_mcp,lh_thumb_z_mcp,lh_index_x_dip,lh_index_y_dip,lh_index_z_dip,lh_index_x_pip,lh_index_y_pip,lh_index_z_pip,lh_index_x_mcp,lh_index_y_mcp,lh_index_z_mcp,lh_middle_x_dip,lh_middle_y_dip,lh_middle_z_dip,lh_middle_x_pip,lh_middle_y_pip,lh_middle_z_pip,lh_middle_x_mcp,lh_middle_y_mcp,lh_middle_z_mcp,lh_ring_x_dip,lh_ring_y_dip,lh_ring_z_dip,lh_ring_x_pip,lh_ring_y_pip,lh_ring_z_pip,lh_ring_x_mcp,lh_ring_y_mcp,lh_ring_z_mcp,lh_pinky_x_dip,lh_pinky_y_dip,lh_pinky_z_dip,lh_pinky_x_pip,lh_pinky_y_pip,lh_pinky_z_pip,lh_pinky_x_mcp,lh_pinky_y_mcp,lh_pinky_z_mcp
14708,9800331424,2,10,1,0.310146,0.0137441,31.7657,196.723,81.1699,51.5252,187.431,112.887,86.0392,169.758,153.81,19.5014,201.616,13.2235,31.9376,213.565,34.3822,54.4256,213.813,77.3762,48.9109,190.766,-8.33024,61.3867,206.966,16.4348,77.5985,212.514,68.1041,72.9303,190.512,-8.21494,86.3616,203.516,16.8707,102.324,206.262,64.6606,106.751,180.788,6.23507,115.803,190.765,23.7403,123.748,195.233,62.6198,0.896667,0.577467,0.304862,-45.4067,192.697,56.1354,-54.7142,185.741,88.8941,-85.8689,164.43,123.024,-40.2924,204.696,5.41026,-52.361,216.028,23.6604,-74.6796,220.887,61.0304,-63.8434,201.455,-13.3008,-77.4446,212.855,9.62169,-96.0718,217.206,54.8832,-88.2544,195.913,-12.9787,-101.109,204.478,10.6629,-117.317,207.986,53.0852,-114.175,187.145,0.427937,-123.599,192.666,17.1098,-134.743,194.959,51.314
14710,9800350073,2,10,1,0.311566,0.0132079,31.8875,196.673,81.1746,51.6229,187.413,112.916,86.1431,169.758,153.841,19.5816,201.419,13.2996,32.0158,213.418,34.4317,54.5236,213.819,77.4141,48.829,190.411,-8.12073,61.3533,206.74,16.5346,77.6946,212.516,68.138,72.9194,190.073,-8.04965,86.3752,203.227,16.9448,102.419,206.261,64.6901,106.82,180.676,6.29206,115.878,190.682,23.7786,123.84,195.229,62.6454,0.901234,0.57159,0.293207,-45.4212,192.872,56.1548,-54.7383,185.834,88.8933,-85.8569,164.422,122.993,-40.2189,205.057,5.30789,-52.3276,216.23,23.6295,-74.6803,220.888,61.0048,-63.983,201.744,-13.3934,-77.5815,213.173,9.51583,-96.0739,217.208,54.8618,-88.1805,196,-12.9776,-101.061,204.539,10.6598,-117.32,207.988,53.0673,-114.149,187.319,0.399461,-123.582,192.789,17.0928,-134.746,194.962,51.2981
14712,9800368829,2,10,1,0.311668,0.0135274,32.0982,196.907,81.1979,51.7702,187.567,112.956,86.233,169.761,153.864,19.6512,201.106,13.3994,32.0742,213.216,34.4744,54.6062,213.826,77.4417,48.9028,190.429,-8.10671,61.4286,206.74,16.5603,77.7754,212.52,68.1614,73.0182,189.973,-8.01455,86.4676,203.165,16.9634,102.498,206.261,64.7092,106.881,180.631,6.32026,115.941,190.645,23.8008,123.918,195.226,62.6608,0.909992,0.572455,0.305117,-45.4497,192.732,56.0302,-54.7674,185.73,88.7764,-85.8464,164.414,122.972,-40.1932,205.183,5.27151,-52.3129,216.315,23.6109,-74.6779,220.887,60.9893,-63.6705,201.499,-13.2466,-77.3295,212.922,9.63004,-96.0727,217.21,54.8496,-88.1051,196.077,-12.9624,-101.016,204.605,10.6621,-117.32,207.991,53.0576,-114.426,188.076,0.166274,-123.759,193.281,17,-134.747,194.966,51.2898
14714,9800387420,2,10,1,0.309024,0.0144585,32.3381,197.242,81.2322,51.9303,187.786,113.005,86.3187,169.766,153.882,19.7434,201.107,13.409,32.164,213.206,34.4918,54.6837,213.835,77.4653,48.9792,190.458,-8.09985,61.5055,206.751,16.5781,77.8509,212.525,68.1804,73.1343,189.941,-8.0052,86.5734,203.153,16.9678,102.572,206.262,64.7234,106.946,180.577,6.34208,116.006,190.6,23.8174,123.989,195.223,62.6709,0.891476,0.575428,0.295624,-45.4446,192.519,55.8729,-54.8082,185.561,88.6153,-85.8356,164.407,122.958,-40.1785,205.263,5.24677,-52.3039,216.369,23.5981,-74.6748,220.887,60.9796,-63.7102,201.998,-13.4006,-77.3547,213.216,9.58532,-96.0707,217.211,54.843,-88.0879,196.167,-12.9723,-101.007,204.672,10.6557,-117.318,207.993,53.0535,-114.532,188.424,0.0743783,-123.827,193.511,16.965,-134.746,194.969,51.2873
14715,9800396800,2,10,1,0.307277,0.0153518,32.4741,197.329,81.2583,52.0524,187.828,113.026,86.4297,169.73,153.878,19.8599,201.21,13.3875,32.281,213.256,34.5001,54.7768,213.83,77.4868,49.0425,190.484,-8.0868,61.5793,206.766,16.5936,77.9404,212.518,68.1933,73.206,189.922,-7.99051,86.6539,203.145,16.9719,102.659,206.251,64.7255,107.017,180.572,6.33229,116.08,190.588,23.8102,124.073,195.208,62.6619,0.896764,0.576347,0.28665,-45.4683,192.416,55.8174,-54.8308,185.488,88.5666,-85.8349,164.402,122.972,-40.1669,205.265,5.25159,-52.2931,216.366,23.6056,-74.6662,220.873,60.9872,-63.7911,202.373,-13.5215,-77.4125,213.451,9.54603,-96.063,217.2,54.8518,-88.0763,196.179,-12.9616,-100.998,204.682,10.6662,-117.313,207.986,53.064,-114.628,188.585,0.0251655,-123.889,193.613,16.9526,-134.743,194.964,51.2998
14717,9800424829,2,10,1,0.302553,0.0163591,33.2757,197.828,81.5128,52.9822,188.224,113.17,87.51,169.957,153.82,20.4598,202.03,13.5161,33.0092,213.867,34.6708,55.6276,214.181,77.5959,49.4297,190.89,-7.96685,62.1266,207.116,16.668,78.7433,212.805,68.1931,73.6179,190.157,-7.96324,87.2115,203.375,16.9229,103.426,206.467,64.6065,107.351,180.624,6.26692,116.561,190.681,23.6444,124.799,195.363,62.4377,0.88604,0.575624,0.276481,-45.49,192.645,55.7273,-54.8195,185.746,88.4919,-85.8027,164.703,122.943,-40.2977,205.495,5.10805,-52.3929,216.602,23.4788,-74.7083,221.119,60.8936,-64.0125,202.827,-13.648,-77.6096,213.948,9.41322,-96.1174,217.452,54.7971,-88.2029,196.428,-12.9906,-101.109,204.963,10.6345,-117.375,208.247,53.0524,-114.766,188.839,0.0313069,-124.004,193.878,16.9671,-134.815,195.234,51.3279
14718,9800434172,2,10,1,0.307934,0.0153857,33.6175,197.574,81.4448,53.2505,188.142,113.199,87.8706,169.985,153.819,20.6578,202.222,13.5875,33.2363,214.007,34.7549,55.8924,214.252,77.6605,49.5764,190.99,-7.90834,62.3065,207.196,16.723,78.9951,212.876,68.2257,73.8005,190.273,-7.95692,87.4154,203.464,16.932,103.672,206.536,64.6026,107.479,180.641,6.27987,116.727,190.717,23.6258,125.04,195.429,62.3995,0.852096,0.575705,0.271131,-45.2803,192.452,55.7216,-54.6778,185.703,88.498,-85.8209,164.881,122.939,-40.3777,205.634,5.05702,-52.4703,216.742,23.4287,-74.7729,221.262,60.8507,-64.1429,203,-13.6722,-77.749,214.205,9.3432,-96.1835,217.585,54.7662,-88.2351,196.545,-12.9825,-101.161,205.105,10.622,-117.439,208.373,53.0368,-114.773,188.926,0.0598764,-124.034,193.984,16.9777,-134.875,195.353,51.3281
14720,9800452821,2,10,1,0.309454,0.0117125,34.0517,197.587,81.4962,53.6681,188.203,113.275,88.3557,170.041,153.835,20.9679,202.483,13.6864,33.5844,214.203,34.8667,56.2789,214.367,77.7524,49.7905,191.111,-7.82237,62.5708,207.277,16.8099,79.3639,212.978,68.2764,74.1602,190.501,-8.00451,87.7748,203.6,16.9324,104.03,206.619,64.6071,107.666,180.623,6.31997,116.972,190.732,23.6157,125.384,195.496,62.3615,0.863718,0.577651,0.255795,-44.9683,191.999,55.5472,-54.4474,185.489,88.3484,-85.8081,165.058,122.826,-40.5139,206.033,4.94966,-52.6009,217.116,23.34,-74.8795,221.52,60.7902,-64.549,203.675,-13.8576,-78.1242,214.905,9.16377,-96.2935,217.83,54.725,-88.1927,196.794,-12.9243,-101.197,205.421,10.6129,-117.542,208.601,53.0084,-114.763,189.122,0.0908853,-124.077,194.215,16.9688,-134.969,195.567,51.3041
14722,9800471585,2,10,1,0.310797,0.00720583,34.2925,197.538,81.5217,53.8823,188.2,113.331,88.6093,170.044,153.86,21.1572,202.597,13.7484,33.7918,214.281,34.9381,56.5004,214.414,77.8164,49.9356,191.14,-7.76982,62.7352,207.269,16.8764,79.5772,213.014,68.322,74.4202,190.615,-8.04557,88.0118,203.635,16.9458,104.236,206.642,64.6315,107.811,180.644,6.33695,117.135,190.746,23.627,125.582,195.507,62.3657,0.87618,0.580714,0.27889,-44.855,191.858,55.5288,-54.2958,185.473,88.3658,-85.7929,165.145,122.779,-40.4288,206.188,5.035,-52.5373,217.362,23.3567,-74.9119,221.639,60.7643,-64.1723,202.953,-13.5119,-77.85,214.464,9.30905,-96.3273,217.944,54.7071,-88.1324,196.889,-12.8868,-101.175,205.541,10.6201,-117.574,208.708,52.9958,-114.723,189.151,0.12831,-124.08,194.297,16.9668,-134.997,195.669,51.2934
14724,9800490188,2,10,1,0.320024,0.00343604,34.5434,196.915,81.2718,54.0393,187.859,113.219,88.7721,170.026,153.887,21.3153,202.54,13.7973,33.9498,214.222,34.9882,56.6546,214.433,77.8683,50.0434,191.139,-7.72632,62.8541,207.239,16.933,79.7268,213.023,68.3641,74.5331,190.315,-7.95504,88.1215,203.402,17.0032,104.381,206.64,64.6618,107.9,180.615,6.37203,117.238,190.715,23.6558,125.721,195.495,62.3844,0.888742,0.583876,0.301527,-44.8602,191.712,55.4487,-54.254,185.419,88.3167,-85.7785,165.187,122.762,-40.2372,206.349,5.15052,-52.3916,217.567,23.4147,-74.9093,221.69,60.7536,-63.6786,202.429,-13.2287,-77.449,213.993,9.50931,-96.3258,217.996,54.6995,-88.1087,196.962,-12.89,-101.154,205.596,10.6222,-117.572,208.76,52.9905,-114.552,188.981,0.232473,-123.981,194.23,16.9986,-134.995,195.721,51.289
14725,9800499580,2,10,1,0.325509,0.00191178,34.6794,196.549,81.1143,54.1011,187.669,113.157,88.8415,170.02,153.898,21.405,202.46,13.8132,34.0307,214.157,35.001,56.7215,214.441,77.888,50.0847,191.095,-7.70094,62.8992,207.188,16.9613,79.7918,213.026,68.3798,74.598,190.174,-7.9212,88.1802,203.293,17.023,104.444,206.637,64.6729,107.932,180.563,6.39673,117.277,190.672,23.6713,125.781,195.487,62.3909,0.89191,0.58518,0.304821,-44.8512,191.644,55.4129,-54.2397,185.384,88.2889,-85.7717,165.202,122.757,-40.1749,206.396,5.18521,-52.3428,217.628,23.4315,-74.9041,221.707,60.749,-63.3816,201.759,-12.9812,-77.1973,213.453,9.66273,-96.321,218.014,54.696,-88.0945,196.985,-12.8905,-101.14,205.613,10.6232,-117.568,208.778,52.988,-114.498,188.932,0.263213,-123.948,194.213,17.0077,-134.991,195.74,51.2872
14727,9800518280,2,10,1,0.327848,0,34.8791,196.456,81.055,54.2126,187.65,113.171,88.9553,170.011,153.914,21.5449,202.345,13.8395,34.1593,214.063,35.0222,56.8314,214.452,77.9183,50.1541,191.002,-7.67827,62.9667,207.049,17.0141,79.8984,213.029,68.4034,74.699,189.767,-7.82986,88.2666,202.993,17.0661,104.547,206.631,64.6888,108.002,180.407,6.44406,117.35,190.545,23.6996,125.879,195.473,62.3997,0.900251,0.585968,0.312794,-44.8332,191.711,55.4117,-54.2377,185.426,88.2782,-85.7565,165.227,122.748,-40.0951,206.421,5.21851,-52.2807,217.651,23.4544,-74.8927,221.733,60.741,-63.2653,201.497,-12.9605,-77.0547,213.082,9.75535,-96.3104,218.041,54.6902,-87.9063,196.854,-12.8067,-100.985,205.484,10.6883,-117.558,208.806,52.9842,-114.454,188.906,0.284758,-123.919,194.211,17.0134,-134.982,195.769,51.285
14729,9800536979,2,10,1,0.328938,0,35.1289,196.419,81.0294,54.4014,187.639,113.189,89.1396,169.967,153.922,21.7309,202.307,13.8692,34.3549,214.013,35.0529,57.0296,214.454,77.9471,50.2793,190.847,-7.63314,63.1042,206.866,17.0713,80.0914,213.01,68.4229,74.8583,189.609,-7.79476,88.4329,202.851,17.0889,104.732,206.588,64.6974,108.154,180.183,6.48098,117.503,190.35,23.7192,126.052,195.409,62.3978,0.905166,0.58542,0.316832,-44.8013,191.754,55.3842,-54.2017,185.457,88.2496,-85.7106,165.254,122.726,-40.0443,206.27,5.22384,-52.2329,217.477,23.4716,-74.862,221.768,60.7242,-63.4213,202.001,-13.1914,-77.149,213.375,9.66814,-96.283,218.082,54.682,-87.8363,196.825,-12.7861,-100.913,205.448,10.7126,-117.533,208.852,52.9835,-114.398,188.895,0.304826,-123.862,194.207,17.0315,-134.961,195.818,51.2894
14730,9800546320,2,10,1,0.329248,0,35.2543,196.408,81.0274,54.507,187.628,113.199,89.2416,169.932,153.925,21.8338,202.302,13.8861,34.4653,213.999,35.0704,57.1433,214.45,77.9628,50.3555,190.785,-7.61467,63.1885,206.783,17.0989,80.2023,212.994,68.4337,74.9486,189.595,-7.7929,88.5298,202.818,17.0972,104.839,206.558,64.7023,108.235,180.075,6.49627,117.586,190.248,23.7295,126.151,195.366,62.3967,0.909258,0.585176,0.317351,-44.791,191.741,55.3701,-54.1827,185.451,88.2394,-85.6892,165.258,122.724,-40.0117,206.123,5.23977,-52.2005,217.325,23.4909,-74.8381,221.77,60.7202,-63.3128,201.8,-13.1263,-77.0472,213.191,9.72069,-96.2605,218.088,54.6805,-87.8165,196.824,-12.7862,-100.888,205.443,10.7162,-117.512,208.861,52.9846,-114.351,188.861,0.321627,-123.816,194.179,17.0459,-134.942,195.83,51.2927
14733,9800598512,2,10,1,0.321255,0,36.0612,196.805,81.3687,55.3325,187.656,113.426,90.0316,169.413,153.94,22.7048,202.221,14.0487,35.3969,213.81,35.2561,58.1055,214.314,78.1317,51.1158,190.773,-7.49978,64.0364,206.612,17.2709,81.1491,212.765,68.5798,75.7681,189.607,-7.77364,89.3949,202.604,17.2102,105.748,206.211,64.8102,108.924,179.739,6.55769,118.336,189.831,23.8061,127,194.916,62.4554,0.921359,0.573346,0.322877,-45.0815,192.378,55.341,-54.2568,185.819,88.2188,-85.4568,165.151,122.701,-39.8722,206.193,5.10793,-52.0861,217.127,23.5043,-74.6982,221.719,60.7314,-63.0543,201.283,-12.9751,-76.7772,212.691,9.87049,-96.129,218.04,54.7192,-87.7822,196.764,-12.8005,-100.779,205.288,10.7779,-117.383,208.814,53.0456,-114.292,188.871,0.336208,-123.694,194.115,17.1193,-134.814,195.783,51.3672
14734,9800602368,2,10,1,0.321113,0,36.1714,196.831,81.3833,55.446,187.677,113.437,90.1469,169.421,153.944,22.8041,202.234,14.0644,35.5076,213.818,35.268,58.2273,214.331,78.1376,51.2033,190.779,-7.4895,64.1383,206.612,17.277,81.2676,212.768,68.5801,75.8505,189.588,-7.76606,89.4908,202.582,17.212,105.862,206.199,64.8051,109,179.71,6.55828,118.423,189.799,23.8025,127.107,194.891,62.4464,0.892607,0.573583,0.323273,-45.1189,192.442,55.3219,-54.2816,185.857,88.198,-85.4688,165.155,122.671,-39.8811,206.198,5.10425,-52.0884,217.136,23.502,-74.6974,221.749,60.7284,-63.0884,201.399,-13.0084,-76.8028,212.792,9.84964,-96.1298,218.08,54.7162,-87.7972,196.827,-12.8163,-100.786,205.34,10.7707,-117.387,208.861,53.04,-114.304,188.939,0.321626,-123.702,194.178,17.1084,-134.823,195.837,51.3567
14735,9800621069,2,10,1,0.320392,0,36.861,197.089,81.5552,56.1234,187.849,113.592,90.7941,169.422,154.047,23.5288,202.57,14.2205,36.3112,214.07,35.4226,59.0708,214.523,78.2717,51.854,190.995,-7.35021,64.8905,206.75,17.4129,82.096,212.836,68.6989,76.455,189.577,-7.61724,90.185,202.503,17.3473,106.652,206.134,64.9063,109.532,179.607,6.67277,119.031,189.632,23.9122,127.833,194.711,62.5312,0.893919,0.574523,0.325736,-45.193,193.067,55.2527,-54.3166,186.344,88.1119,-85.4038,165.419,122.541,-40.0074,206.489,5.05858,-52.2183,217.406,23.4665,-74.8092,222.145,60.688,-63.4603,202.524,-13.2898,-77.1588,213.799,9.63659,-96.2361,218.433,54.682,-87.9015,197.276,-12.9038,-100.876,205.687,10.7273,-117.471,209.165,53.0024,-114.278,189.23,0.28424,-123.681,194.418,17.084,-134.875,196.1,51.3071
14737,9800639713,2,10,1,0.319789,0,37.3146,197.217,81.6723,56.5465,187.916,113.709,91.1708,169.368,154.149,24.0608,202.761,14.316,36.88,214.197,35.5299,59.6359,214.613,78.3814,52.3365,191.023,-7.23525,65.4165,206.712,17.5471,82.6579,212.847,68.8151,76.8812,189.441,-7.44953,90.6621,202.349,17.4959,107.19,206.057,65.0277,109.908,179.523,6.80306,119.449,189.492,24.0523,128.331,194.557,62.6549,0.892208,0.578415,0.314129,-45.2196,193.323,55.1422,-54.2992,186.586,88.0107,-85.3619,165.611,122.431,-40.1563,206.657,5.06236,-52.3581,217.623,23.4473,-74.9383,222.46,60.6626,-63.9124,203.538,-13.5835,-77.5588,214.645,9.45518,-96.3629,218.714,54.6697,-88.0487,197.689,-12.9599,-101.019,206.035,10.6972,-117.58,209.406,52.9939,-114.321,189.491,0.265842,-123.719,194.626,17.0848,-134.96,196.308,51.2928
14739,9800658454,2,10,1,0.318729,0,37.663,197.295,81.743,56.8776,187.953,113.779,91.4713,169.328,154.209,24.4544,202.815,14.3728,37.2984,214.202,35.5977,60.0569,214.667,78.4473,52.6775,190.977,-7.15026,65.7898,206.626,17.6402,83.0753,212.845,68.8832,77.2428,189.442,-7.39576,91.0437,202.286,17.572,107.591,205.995,65.097,110.155,179.445,6.88749,119.73,189.368,24.1441,128.703,194.444,62.7241,0.894087,0.587787,0.296062,-45.288,193.486,54.9846,-54.3851,186.713,87.8406,-85.3575,165.768,122.361,-40.2531,206.711,5.16757,-52.4467,217.787,23.4923,-75.0567,222.73,60.6756,-64.28,204.418,-13.7413,-77.911,215.47,9.33334,-96.4807,218.965,54.6926,-88.1643,198.052,-12.9668,-101.134,206.339,10.7112,-117.687,209.63,53.0175,-114.447,189.851,0.235371,-123.819,194.906,17.0934,-135.05,196.512,51.3082
14740,9800667872,2,10,1,0.318239,0,37.9149,197.322,81.7808,57.1203,187.948,113.813,91.6937,169.271,154.236,24.7098,202.806,14.4179,37.5685,214.171,35.6463,60.3369,214.676,78.4902,52.9236,190.981,-7.11465,66.051,206.596,17.6893,83.3529,212.828,68.9252,77.4287,189.308,-7.31379,91.2555,202.154,17.6381,107.86,205.948,65.1365,110.323,179.393,6.93863,119.923,189.295,24.1936,128.957,194.37,62.7595,0.896707,0.589192,0.311197,-45.3019,193.423,54.9299,-54.4278,186.679,87.784,-85.3617,165.826,122.394,-40.2353,206.851,5.16495,-52.4401,217.916,23.489,-75.0654,222.754,60.6769,-63.9162,203.81,-13.4142,-77.6532,215.108,9.47789,-96.4892,218.984,54.6961,-88.1405,198.09,-12.9587,-101.107,206.336,10.7354,-117.694,209.647,53.0266,-114.516,189.944,0.213604,-123.862,194.964,17.0959,-135.057,196.526,51.3248
14742,9800686495,2,10,1,0.317492,0,38.2293,197.351,81.8279,57.4265,187.94,113.854,91.9793,169.203,154.268,25.0309,202.784,14.4718,37.9072,214.119,35.7057,60.6881,214.688,78.5421,53.2261,190.976,-7.06863,66.373,206.55,17.7509,83.7006,212.808,68.9749,77.6703,189.208,-7.23502,91.5268,202.033,17.7116,108.197,205.892,65.1818,110.492,179.3,7.01424,120.129,189.175,24.2635,129.276,194.282,62.7987,0.885386,0.591702,0.284774,-45.3324,193.402,54.8931,-54.4727,186.689,87.7497,-85.3682,165.911,122.439,-40.2354,206.906,5.18994,-52.4433,218.004,23.4911,-75.0825,222.793,60.6769,-64.1088,204.665,-13.5876,-77.8553,215.858,9.34999,-96.5063,219.015,54.7006,-88.1118,198.157,-12.9496,-101.072,206.337,10.7706,-117.711,209.675,53.0397,-114.523,189.915,0.241709,-123.861,194.938,17.1279,-135.071,196.551,51.3492
14744,9800705202,2,10,1,0.316536,0,38.3984,197.383,81.879,57.5911,187.95,113.901,92.1523,169.161,154.283,25.2282,202.769,14.4979,38.1137,214.084,35.7367,60.8991,214.692,78.5701,53.3847,190.907,-7.01562,66.5488,206.479,17.7958,83.9096,212.794,69.0016,77.7832,188.996,-7.1536,91.6578,201.838,17.774,108.399,205.856,65.2059,110.638,179.24,7.03858,120.281,189.093,24.2974,129.468,194.228,62.8191,0.889614,0.59372,0.266879,-45.3218,193.418,54.8895,-54.4976,186.711,87.7373,-85.3722,165.981,122.474,-40.246,206.958,5.20826,-52.4558,218.08,23.4935,-75.1032,222.83,60.6794,-64.31,205.139,-13.674,-78.0582,216.352,9.25278,-96.527,219.046,54.7077,-88.1073,198.205,-12.9384,-101.063,206.345,10.7982,-117.73,209.7,53.0546,-114.443,189.77,0.314821,-123.79,194.819,17.1882,-135.089,196.573,51.3734
14745,9800714756,2,10,1,0.316028,0,38.4631,197.393,81.8996,57.6545,187.951,113.92,92.2205,169.141,154.288,25.3077,202.751,14.506,38.1955,214.057,35.7477,60.9814,214.691,78.5805,53.4495,190.886,-6.99898,66.6199,206.456,17.8108,83.991,212.786,69.0113,77.8398,188.901,-7.126,91.7167,201.752,17.7954,108.478,205.84,65.2142,110.701,179.208,7.04263,120.34,189.048,24.3105,129.543,194.206,62.8257,0.889655,0.593943,0.264678,-45.2851,193.505,54.942,-54.4908,186.77,87.7756,-85.3734,166.013,122.489,-40.2521,206.984,5.21579,-52.4625,218.117,23.4946,-75.1126,222.849,60.6809,-64.2933,205.17,-13.6348,-78.0636,216.432,9.2546,-96.5366,219.062,54.7116,-88.1089,198.226,-12.9327,-101.062,206.352,10.8101,-117.739,209.715,53.062,-114.425,189.763,0.335741,-123.773,194.81,17.2094,-135.097,196.586,51.3851
14747,9800742579,2,10,1,0.322428,0,38.4825,196.892,81.826,57.6519,187.682,113.927,92.343,169.107,154.296,25.4279,202.228,14.617,38.3022,213.676,35.791,61.1211,214.685,78.5991,53.5072,190.713,-6.90694,66.7018,206.331,17.8595,84.1288,212.769,69.0274,77.92,188.59,-7.03764,91.8035,201.512,17.8435,108.612,205.811,65.2269,110.729,178.968,7.11746,120.379,188.836,24.3643,129.67,194.166,62.8346,0.902215,0.594124,0.267525,-45.2964,193.525,54.9564,-54.4835,186.813,87.8,-85.3697,166.068,122.518,-40.2622,207.032,5.23085,-52.4721,218.182,23.5,-75.1246,222.884,60.6887,-64.2265,205.198,-13.616,-78.0027,216.396,9.30125,-96.5493,219.093,54.7243,-88.103,198.266,-12.9096,-101.059,206.38,10.8357,-117.751,209.744,53.0815,-114.403,189.778,0.372677,-123.753,194.817,17.2478,-135.108,196.613,51.4119
14749,9800761227,2,10,1,0.322347,0,38.5478,196.887,81.8674,57.7212,187.67,113.964,92.4365,169.068,154.301,25.5093,202.044,14.6717,38.3872,213.53,35.8232,61.2305,214.677,78.6147,53.5739,190.654,-6.87242,66.7804,206.27,17.8888,84.2367,212.753,69.0412,78.0139,188.463,-7.00718,91.8963,201.401,17.8661,108.717,205.784,65.2377,110.767,178.807,7.16414,120.422,188.688,24.4004,129.769,194.13,62.8416,0.910373,0.594403,0.29543,-45.2947,193.545,54.9729,-54.474,186.843,87.8206,-85.3598,166.102,122.541,-40.2638,207.07,5.24637,-52.4732,218.231,23.5086,-75.1277,222.907,60.6995,-63.8268,204.597,-13.4278,-77.6288,215.7,9.52014,-96.5529,219.113,54.7389,-88.0512,198.264,-12.8672,-101.019,206.37,10.8743,-117.754,209.762,53.1008,-114.26,189.737,0.464507,-123.655,194.799,17.3074,-135.111,196.629,51.4361
14751,9800779950,2,10,1,0.329054,0,38.5171,196.298,81.7558,57.6926,187.331,113.922,92.5163,169.035,154.305,25.5633,201.858,14.7369,38.4479,213.389,35.8596,61.3245,214.671,78.6296,53.6137,190.546,-6.82315,66.8326,206.17,17.9263,84.3292,212.738,69.054,78.0721,188.349,-6.96752,91.9625,201.309,17.8904,108.806,205.76,65.2475,110.75,178.639,7.23274,120.426,188.546,24.4418,129.853,194.097,62.8478,0.915795,0.594853,0.313765,-45.2526,193.577,55.011,-54.4525,186.868,87.8516,-85.3482,166.129,122.564,-40.2611,207.102,5.26421,-52.4701,218.273,23.5207,-75.1263,222.925,60.7134,-63.5531,204.204,-13.2823,-77.3765,215.248,9.68098,-96.5521,219.13,54.7558,-88.0067,198.278,-12.8332,-100.981,206.366,10.9114,-117.753,209.777,53.1216,-114.146,189.648,0.554578,-123.585,194.759,17.3579,-135.109,196.643,51.4609
14752,9800789308,2,10,1,0.328999,0,38.5392,196.293,81.777,57.7172,187.325,113.941,92.5555,169.017,154.306,25.5683,201.781,14.7732,38.4636,213.319,35.8854,61.3697,214.668,78.6375,53.6351,190.509,-6.80311,66.8602,206.135,17.9422,84.3735,212.731,69.0604,78.0938,188.309,-6.94744,91.9918,201.278,17.9014,108.848,205.748,65.2519,110.724,178.571,7.26753,120.416,188.486,24.4623,129.893,194.081,62.8498,0.916731,0.591125,0.319568,-45.2161,193.59,55.0432,-54.4266,186.881,87.8807,-85.3397,166.141,122.577,-40.2085,207.294,5.23598,-52.4438,218.368,23.5336,-75.1231,222.934,60.723,-63.3933,204.539,-13.4008,-77.187,215.157,9.78058,-96.5491,219.138,54.7669,-87.9836,198.266,-12.8105,-100.96,206.352,10.933,-117.75,209.785,53.1345,-114.133,189.64,0.576049,-123.575,194.758,17.3753,-135.106,196.651,51.4756
14754,9800807928,2,10,1,0.329066,0,38.5861,196.287,81.8133,57.7684,187.313,113.973,92.6302,168.982,154.307,25.5853,201.708,14.8312,38.5007,213.251,35.9284,61.4546,214.663,78.6529,53.6757,190.44,-6.77188,66.9093,206.056,17.9751,84.4566,212.719,69.073,78.1305,188.263,-6.918,92.0423,201.233,17.9224,108.928,205.728,65.2603,110.741,178.516,7.29444,120.449,188.433,24.4797,129.968,194.052,62.8532,0.915245,0.586591,0.321934,-45.1376,193.636,55.1018,-54.3891,186.906,87.9237,-85.3195,166.166,122.605,-40.1356,207.562,5.20556,-52.4049,218.506,23.559,-75.1132,222.955,60.7448,-63.0859,204.891,-13.3745,-76.926,215.215,9.91177,-96.54,219.158,54.7922,-87.9417,198.35,-12.7871,-100.917,206.384,10.9745,-117.741,209.804,53.1636,-114.109,189.635,0.618464,-123.558,194.762,17.4116,-135.097,196.669,51.5082
